x,y,z
-0.9607879360522061,0.8255354189925921,0
-0.6297085723910001,0.7384876560792191,0
-0.25346832396110763,0.5972850097913895,0
0.17118679778549575,0.3871331396565877,0
0.6463221628736365,0.09660217392444108,0
1.1652996375936118,-0.261101876812714,0
1.717611673919073,-0.6618203513119897,0
2.2927331373026005,-1.0813448084398751,0
2.880356215442417,-1.495413255726336,0
3.4746248780996227,-1.8786667173774805,0
4.073850837708881,-2.204719225678778,0
4.67650624365369,-2.447145278936964,0
5.280699062985617,-2.5828781890520447,0
5.882161661624938,-2.6107611758803335,0
6.475673825867655,-2.538422996384498,0
7.056012789864229,-2.373515945684796,0
7.617955787765135,-2.123692318901487,0
8.156280053720831,-1.7966044111548292,0
8.665762821881788,-1.399904517565084,0
9.141181326398472,-0.941244933252508,0
9.577312801421346,-0.42827795333736096,0
9.96893448110088,0.1313441270600959,0
10.310823599587538,0.7299690128196072,0
10.597757391031784,1.3599444088209123,0
10.824508573674649,2.0136118639862848,0
10.98276470340856,2.6791073229294873,0
11.05575867926032,3.333041585936885,0
11.025288059663772,3.9500688384072347,0
10.873150403052762,4.504843265739291,0
10.581189602080302,4.972061948316836,0
10.148011673010128,5.341939893750019,0
9.613795240811397,5.643178922625877,0
9.025053523518322,5.910345252935693,0
8.423431316285242,6.174070662444179,0
7.82173169340566,6.441678348384313,0
7.2221764485683675,6.711940193305263,0
6.626955119474523,6.983622610183849,0
6.037213086400641,7.255979279845569,0
5.452432813696289,7.529039901604307,0
4.871948392129284,7.802903414980717,0
4.295093912467436,8.077668759495447,0
3.721203465478564,8.353434874669151,0
3.149611141930483,8.630300700022481,0
2.5796510325910034,8.908365175076085,0
2.0106572282279402,9.187727239350622,0
1.4419638196091111,9.468485832366738,0
0.8729048975023287,9.750739893645088,0
0.3028145526754088,10.034588362706323,0
-0.26897312356553227,10.320130178821765,0
-0.8429295896940149,10.60737421759772,0
-1.4187810260680018,10.89598416357601,0
-1.9960750869784598,11.185541013236373,0
-2.5743594267163434,11.475625763058531,0
-3.153181699572623,11.765819409522217,0
-3.7320895598382666,12.055702949107157,0
-4.310630661804227,12.344857378293085,0
-4.888352659761482,12.632863693559734,0
-5.464803208000978,12.919302891386822,0
-6.039529960813688,13.203755968254082,0
-6.613045602960541,13.476305735068328,0
-7.190275956626612,13.683598477463093,0
-7.7749470838358095,13.77434113462276,0
-8.362193928458781,13.747763810749502,0
-8.945277585227387,13.614116539694063,0
-9.51745914887344,13.38364935530719,0
-10.071999714128795,13.066612291439638,0
-10.602160375725296,12.673255381942148,0
-11.101202228394765,12.213828660665467,0
-11.562386366869058,11.69858216146034,0
-11.978973885879995,11.137765918177518,0
-12.344225880159435,10.541629964667743,0
-12.651403444439197,9.920424334781773,0
-12.893767673451134,9.284399062370351,0
-13.06457966192708,8.643804181284214,0
-13.156179407307539,8.00970963352673,0
-13.15321550644801,7.400031806209655,0
-13.036510186665266,6.83609310186703,0
-12.786857837291342,6.339240702815496,0
-12.390374485021317,5.927239775456971,0
-11.873930028852794,5.59042388775578,0
-11.283232714551918,5.306446439275359,0
-10.664066654404138,5.052900896520926,0
-10.050302560868731,4.811332352285277,0
-9.445051455828255,4.5734887636699,0
-8.846526585382046,4.33274266009132,0
-8.25294119562945,4.08246657096606,0
-7.662522759170971,3.8161734773467972,0
-7.074015016032741,3.5324732287174685,0
-6.486811817321428,3.2363939192131363,0
-5.900348456073782,2.9333727798904756,0
-5.314060225326577,2.6288470418061736,0
-4.727382647675102,2.328253966216726,0
-4.142063787402291,2.037335043268406,0
-3.567851198892975,1.7628841445653076,0
-3.0162209377252647,1.5119225365307407,0
-2.498649059477298,1.291471485588026,0
-2.026611619727193,1.1085522581604763,0
-1.611584674053069,0.970186120671406,0
-1.2645738370011053,0.8830239808115775,0
-0.9607879360522056,0.8255354189925918,0
