1.315354300000000087e+00,4.792439199999999566e+00,0.000000000000000000e+00,4.867025987834821876e+00
1.195631600000000017e+00,4.760789499999999563e+00,0.000000000000000000e+00,4.945076833667426897e+00
1.077802900000000008e+00,4.728645700000000396e+00,0.000000000000000000e+00,5.021396767575383890e+00
9.619855999999999963e-01,4.695908199999999866e+00,0.000000000000000000e+00,5.095917327355493853e+00
8.482971999999999735e-01,4.662477499999999608e+00,0.000000000000000000e+00,5.168583664214218665e+00
7.368552999999999908e-01,4.628253800000000417e+00,0.000000000000000000e+00,5.239353558824603851e+00
6.277774999999999883e-01,4.593137600000000376e+00,0.000000000000000000e+00,5.308197364321429745e+00
5.211810999999999527e-01,4.557029299999999949e+00,0.000000000000000000e+00,5.375096873516747920e+00
4.171838999999999964e-01,4.519829299999999606e+00,0.000000000000000000e+00,5.440041496556629497e+00
3.159031999999999951e-01,4.481437999999999811e+00,0.000000000000000000e+00,5.503030761735523413e+00
2.174565999999999999e-01,4.441755699999999862e+00,0.000000000000000000e+00,5.564069284686234518e+00
1.219617000000000062e-01,4.400682800000000228e+00,0.000000000000000000e+00,5.623170364749840111e+00
2.953590000000000035e-02,4.358119799999999877e+00,0.000000000000000000e+00,5.680352592303947290e+00
-5.970319999999999794e-02,4.313967100000000165e+00,0.000000000000000000e+00,5.735638607136600342e+00
-1.456380999999999926e-01,4.268124900000000110e+00,0.000000000000000000e+00,5.764883325928638946e+00
-2.281513000000000013e-01,4.220493799999999851e+00,0.000000000000000000e+00,5.659271762663690808e+00
-3.071251999999999871e-01,4.170974099999999574e+00,0.000000000000000000e+00,5.431885148990270196e+00
-3.824424000000000157e-01,4.119466100000000353e+00,0.000000000000000000e+00,5.108717815723885280e+00
-4.539851999999999776e-01,4.065870399999999663e+00,0.000000000000000000e+00,4.412575574789049604e+00
-5.216361999999999943e-01,4.010087300000000354e+00,0.000000000000000000e+00,3.900672718964206531e+00
-5.852779000000000176e-01,3.952017099999999949e+00,0.000000000000000000e+00,3.557020643591092046e+00
-6.447926000000000490e-01,3.891560300000000083e+00,0.000000000000000000e+00,3.331182416341626595e+00
-7.000629999999999908e-01,3.828617200000000054e+00,0.000000000000000000e+00,3.185710047522859245e+00
-7.509715000000000140e-01,3.763088300000000164e+00,0.000000000000000000e+00,3.094192235456652007e+00
-7.974004999999999566e-01,3.694873900000000155e+00,0.000000000000000000e+00,3.039250476687231028e+00
-8.392325000000000479e-01,3.623874499999999887e+00,0.000000000000000000e+00,3.011759207726071974e+00
-8.763501000000000207e-01,3.549990300000000154e+00,0.000000000000000000e+00,3.001994470718456931e+00
-9.122318999999999845e-01,3.463800099999999826e+00,0.000000000000000000e+00,3.000064326285106109e+00
-9.422850000000000392e-01,3.374162500000000176e+00,0.000000000000000000e+00,3.000000002784697362e+00
-9.666981999999999520e-01,3.281488700000000147e+00,0.000000000000000000e+00,3.000000000000000000e+00
-9.856852999999999865e-01,3.186134800000000045e+00,0.000000000000000000e+00,3.000020113629588536e+00
-9.994602999999999682e-01,3.088457399999999797e+00,0.000000000000000000e+00,3.000436527984916779e+00
-1.008237000000000050e+00,2.988812600000000153e+00,0.000000000000000000e+00,3.002757375400173956e+00
-1.012229299999999999e+00,2.887557000000000151e+00,0.000000000000000000e+00,3.009955623317619011e+00
-1.011651000000000078e+00,2.785046700000000097e+00,0.000000000000000000e+00,3.023295086445335400e+00
-1.006716100000000003e+00,2.681638099999999802e+00,0.000000000000000000e+00,3.043606380771719078e+00
-9.976384000000000363e-01,2.577687699999999804e+00,0.000000000000000000e+00,3.071249159847300181e+00
-9.846319000000000043e-01,2.473551599999999961e+00,0.000000000000000000e+00,3.106244517941776806e+00
